Inativo,Emp.,Dt.DAV,Nro.DAV,Item,Produto,Modelo,Qtd.,Vl.Total,Grupo,Detalhe
X,48,2023-04-29,480003393,1,40006.0,LENTE MULTIFOCAL CR INCOLOR ANT-REFLEXO - I,1,270.0,,
X,48,2023-04-29,480003393,2,40006.0,LENTE MULTIFOCAL CR INCOLOR ANT-REFLEXO - I,1,270.0,,
,48,2023-04-28,480003392,1,361846.0,LENTE MULTIFOCAL C.O DIGITAL ANT-REFLEXO,1,420.0,,
,48,2023-04-28,480003392,2,361846.0,LENTE MULTIFOCAL C.O DIGITAL ANT-REFLEXO,1,420.0,,
,48,2023-04-28,480003391,1,384410.0,BELLATIS REC FD66008 C1,1,180.0,,
,48,2023-04-28,480003391,2,40004.0,LENTE MULTIFOCAL CR FOTO ANT-REFLEXO - FT,1,310.0,,
,48,2023-04-28,480003391,3,40004.0,LENTE MULTIFOCAL CR FOTO ANT-REFLEXO - FT,1,310.0,,
,48,2023-04-28,480003390,1,370610.0,SOLDA GARANTIA,1,0.01,,
,48,2023-04-28,480003389,1,377442.0,LENTE KODAK  1.56 CR BLUE UV,1,115.0,,
,48,2023-04-28,480003389,2,377442.0,LENTE KODAK  1.56 CR BLUE UV,1,115.0,,
,48,2023-04-27,480003388,1,361827.0,TROCA DO SUPORTE DE PLAQUETA C/SOLDA,1,65.0,,
X,48,2023-04-27,480003387,1,10448.0,SOLDA COMUM,1,49.99,,
,48,2023-04-27,480003387,2,384946.0,FL REC ISA3098 C6,1,100.0,,
,48,2023-04-27,480003386,1,370610.0,SOLDA GARANTIA,1,0.01,,
,48,2023-04-27,480003385,1,40004.0,LENTE MULTIFOCAL CR FOTO ANT-REFLEXO - FT,1,375.0,,
,48,2023-04-27,480003385,2,40004.0,LENTE MULTIFOCAL CR FOTO ANT-REFLEXO - FT,1,375.0,,
,48,2023-04-26,480003384,1,369931.0,OL SOLAR DIVERSOS,1,300.0,,
,48,2023-04-26,480003383,1,360262.0,LENTE MULTIFOCAL C.O DIGITAL CR,1,275.0,,
,48,2023-04-26,480003383,2,360262.0,LENTE MULTIFOCAL C.O DIGITAL CR,1,275.0,,
,48,2023-04-26,480003382,1,377442.0,LENTE KODAK  1.56 CR BLUE UV,1,150.0,,
,48,2023-04-26,480003382,2,377442.0,LENTE KODAK  1.56 CR BLUE UV,1,150.0,,
X,48,2023-04-26,480003381,1,10448.0,SOLDA COMUM,1,49.99,,
,48,2023-04-25,480003380,1,30056.0,"LENTE CR AR PRONTA 0,00 ATÉ 4,00 ESF CIL ATÉ 2,00",1,225.0,,
,48,2023-04-25,480003380,2,30056.0,"LENTE CR AR PRONTA 0,00 ATÉ 4,00 ESF CIL ATÉ 2,00",1,225.0,,
,48,2023-04-25,480003379,1,361846.0,LENTE MULTIFOCAL C.O DIGITAL ANT-REFLEXO,1,150.0,,
,48,2023-04-25,480003379,2,361846.0,LENTE MULTIFOCAL C.O DIGITAL ANT-REFLEXO,1,150.0,,
X,48,2023-04-25,480003378,1,30056.0,"LENTE CR AR PRONTA 0,00 ATÉ 4,00 ESF CIL ATÉ 2,00",1,99.0,,
X,48,2023-04-25,480003378,2,30056.0,"LENTE CR AR PRONTA 0,00 ATÉ 4,00 ESF CIL ATÉ 2,00",1,99.0,,
,48,2023-04-24,480003377,1,30056.0,"LENTE CR AR PRONTA 0,00 ATÉ 4,00 ESF CIL ATÉ 2,00",1,235.0,,
,48,2023-04-24,480003377,2,30056.0,"LENTE CR AR PRONTA 0,00 ATÉ 4,00 ESF CIL ATÉ 2,00",1,235.0,,
,48,2023-04-24,480003376,1,364737.0,T-CHARGE T6102 G21,1,600.0,,
,48,2023-04-24,480003376,2,30056.0,"LENTE CR AR PRONTA 0,00 ATÉ 4,00 ESF CIL ATÉ 2,00",1,50.0,,
,48,2023-04-24,480003376,3,30056.0,"LENTE CR AR PRONTA 0,00 ATÉ 4,00 ESF CIL ATÉ 2,00",1,50.0,,
,48,2023-04-24,480003376,4,366190.0,LENTE CR INCOLOR FOSCA,1,25.0,,
,48,2023-04-24,480003376,5,366190.0,LENTE CR INCOLOR FOSCA,1,25.0,,
X,48,2023-04-22,480003375,1,10448.0,SOLDA COMUM,1,49.99,,
,48,2023-04-22,480003375,2,10448.0,SOLDA COMUM,1,50.0,,
X,48,2023-04-22,480003374,1,10448.0,SOLDA COMUM,1,49.99,,
