Inativo,Emp.,Dt.DAV,Nro.DAV,Item,Produto,Modelo,Qtd.,Vl.Total,Grupo,Detalhe
X         ,48,2023-11-27,480003910,1,10448.0,SOLDA COMUM                                                                          ,1,49.99,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-27,480003910,2,10448.0,SOLDA COMUM                                                                          ,1,45.0,                                                                                ,                                                                                                                                                                                                        
X         ,48,2023-11-25,480003909,1,10448.0,SOLDA COMUM                                                                          ,1,49.99,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-25,480003909,2,10448.0,SOLDA COMUM                                                                          ,1,45.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-25,480003908,1,370610.0,SOLDA GARANTIA                                                                       ,1,0.01,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-25,480003907,1,30399.0,LENTE MULTIFOCAL CR INCOLOR - IN                                                     ,1,200.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-25,480003907,2,30399.0,LENTE MULTIFOCAL CR INCOLOR - IN                                                     ,1,200.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-25,480003906,1,40007.0,LENTE MULTIFOCAL POLI INC ANT-REFLEXO - IN                                           ,1,375.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-25,480003906,2,40007.0,LENTE MULTIFOCAL POLI INC ANT-REFLEXO - IN                                           ,1,375.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-24,480003905,1,383832.0,LENTE POLY BLUE RESIDUAL AZUL  PRONTA                                                ,1,489.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-24,480003905,2,383832.0,LENTE POLY BLUE RESIDUAL AZUL  PRONTA                                                ,1,489.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-23,480003904,1,368995.0,LENTE POLY AR BLUE UV PRONTA                                                         ,1,300.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-23,480003904,2,368995.0,LENTE POLY AR BLUE UV PRONTA                                                         ,1,300.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-23,480003903,1,30056.0,"LENTE CR AR PRONTA 0,00 ATÉ 4,00 ESF CIL ATÉ 2,00                                    ",1,99.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-23,480003903,2,30056.0,"LENTE CR AR PRONTA 0,00 ATÉ 4,00 ESF CIL ATÉ 2,00                                    ",1,99.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-23,480003903,3,356981.0,LENTE MULTIFOCAL TRANSITIONS ANT-REFLEXO SURF                                        ,1,776.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-23,480003903,4,356981.0,LENTE MULTIFOCAL TRANSITIONS ANT-REFLEXO SURF                                        ,1,776.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-23,480003902,1,361812.0,LENTE POLY AR ESPECIAL-PRONTA                                                        ,1,375.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-23,480003902,2,361812.0,LENTE POLY AR ESPECIAL-PRONTA                                                        ,1,375.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-23,480003901,1,40006.0,LENTE MULTIFOCAL CR INCOLOR ANT-REFLEXO - I                                          ,1,375.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-23,480003901,2,40006.0,LENTE MULTIFOCAL CR INCOLOR ANT-REFLEXO - I                                          ,1,375.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-23,480003901,3,30011.0,LENTE MULTIFOCAL CR INCOLOR -IN                                                      ,1,150.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-23,480003901,4,30011.0,LENTE MULTIFOCAL CR INCOLOR -IN                                                      ,1,150.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-21,480003900,1,30056.0,"LENTE CR AR PRONTA 0,00 ATÉ 4,00 ESF CIL ATÉ 2,00                                    ",1,122.5,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-21,480003900,2,30056.0,"LENTE CR AR PRONTA 0,00 ATÉ 4,00 ESF CIL ATÉ 2,00                                    ",1,122.5,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-21,480003899,1,370610.0,SOLDA GARANTIA                                                                       ,1,0.01,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-18,480003898,1,360268.0,LENTE ARGOS  SENSITY HARD                                                            ,1,190.8,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-18,480003898,2,360268.0,LENTE ARGOS  SENSITY HARD                                                            ,1,190.8,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-18,480003898,3,372741.0,LENTE ARGOS  SENSITY BLUE CONTROL                                                    ,1,1578.95,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-18,480003898,4,372741.0,LENTE ARGOS  SENSITY BLUE CONTROL                                                    ,1,1578.95,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-18,480003897,1,383832.0,LENTE POLY BLUE RESIDUAL AZUL  PRONTA                                                ,1,449.99,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-18,480003897,2,383832.0,LENTE POLY BLUE RESIDUAL AZUL  PRONTA                                                ,1,449.99,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-18,480003896,1,30214.0,"LENTE CR AR 1.56 CIL ACIMA DE 200 ATE -5,00                                          ",1,125.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-18,480003896,2,30214.0,"LENTE CR AR 1.56 CIL ACIMA DE 200 ATE -5,00                                          ",1,125.0,                                                                                ,                                                                                                                                                                                                        
X         ,48,2023-11-17,480003895,1,361826.0,ARMAÇÃO,1,179.99,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-17,480003895,2,361826.0,ARMAÇÃO,1,306.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-16,480003894,1,40015.0,LENTE CR 1.61 SURF ANT-REFLEXO - IN                                                  ,1,525.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-16,480003894,2,40015.0,LENTE CR 1.61 SURF ANT-REFLEXO - IN                                                  ,1,525.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-16,480003893,1,374463.0,LENTE MULTI CR BLUE ESF +3.00 AD +3.00                                               ,1,325.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-16,480003893,2,374463.0,LENTE MULTI CR BLUE ESF +3.00 AD +3.00                                               ,1,325.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-16,480003892,1,374463.0,LENTE MULTI CR BLUE ESF +3.00 AD +3.00                                               ,1,400.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-16,480003892,2,374463.0,LENTE MULTI CR BLUE ESF +3.00 AD +3.00                                               ,1,400.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-14,480003891,1,10448.0,SOLDA COMUM                                                                          ,1,49.99,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-14,480003890,1,370610.0,SOLDA GARANTIA                                                                       ,1,0.01,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-13,480003889,1,370610.0,SOLDA GARANTIA                                                                       ,1,0.01,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-13,480003888,1,370610.0,SOLDA GARANTIA                                                                       ,1,0.01,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-13,480003887,1,374463.0,LENTE MULTI CR BLUE ESF +3.00 AD +3.00                                               ,1,475.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-13,480003887,2,374463.0,LENTE MULTI CR BLUE ESF +3.00 AD +3.00                                               ,1,475.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-13,480003886,1,30059.0,"LENTE CR AR PRONTA 4,25 ATÉ 6,00 ESF CIL ATÉ 2,00                                    ",1,99.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-13,480003886,2,30059.0,"LENTE CR AR PRONTA 4,25 ATÉ 6,00 ESF CIL ATÉ 2,00                                    ",1,99.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-13,480003885,1,361826.0,ARMAÇÃO,1,200.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-11,480003884,1,10448.0,SOLDA COMUM                                                                          ,1,45.0,                                                                                ,                                                                                                                                                                                                        
          ,48,2023-11-11,480003883,1,361835.0,PARAFUSO                                                                             ,1,30.0,                                                                                ,                                                                                                                                                                                                        
X         ,48,2023-11-10,480003882,1,10448.0,SOLDA COMUM                                                                          ,1,49.99,                                                                                ,                                                                                                                                                                                                        
X         ,48,2023-11-10,480003882,2,361835.0,PARAFUSO                                                                             ,1,12.99,                                                                                ,                                                                                                                                                                                                        
