Inativo,Emp.,Dt.DAV,Unnamed: 3,Item,Produto,Modelo,Qtd.,Vl.Total,Grupo,Detalhe
,42.0,2024-01-08,420008468.0,1.0,,MULTI FOTO COM AR,1.0,700.0,,
,42.0,2024-01-08,420008468.0,1.0,,ARMAÇÃO 498087,1.0,210.0,,
,42.0,2024-01-08,420008468.0,1.0,,ARMAÇÃO OL LUXO,1.0,99.0,,
,42.0,2024-01-08,420008469.0,1.0,,ARMAÇÃO RUN 596090,1.0,300.0,,
,42.0,2024-01-08,420008469.0,1.0,,MULTI FOTO AR,1.0,300.0,,
,42.0,2024-01-08,420008470.0,1.0,,ARMAÇÃO BELLATIS,1.0,69.0,,
,42.0,2024-01-08,420008471.0,1.0,,LENTE MULTI AR,1.0,500.0,,
,42.0,2024-01-08,420008472.0,1.0,,ARMAÇÃO BELLATIS 901885,1.0,280.0,,
,42.0,2024-01-08,420008472.0,1.0,,MULTI FOTO BLUE AR,1.0,1000.0,,
,42.0,2024-01-08,420008473.0,1.0,,YY6619 C4,1.0,250.0,,
,42.0,2024-01-09,420008475.0,1.0,,LENTE MULTI AR,1.0,200.0,,
,42.0,2024-01-09,420008475.0,1.0,,ARMAÇÃO ,1.0,100.0,,
,42.0,2024-01-09,420008476.0,1.0,,ARMAÇÃO OL LUXO,1.0,180.0,,
,42.0,2024-01-09,420008477.0,1.0,,CR BLUE AR,1.0,300.0,,
,42.0,2024-01-09,420008478.0,1.0,,LENTE MULTI AR,1.0,300.0,,
,42.0,2024-01-09,420008478.0,1.0,,ARMAÇÃO ,1.0,130.0,,
,42.0,2024-01-09,420008479.0,1.0,,LENTE MULTI AR,1.0,390.0,,
,42.0,2024-01-09,420008479.0,1.0,,ARMAÇÃO ,1.0,100.0,,
,42.0,2024-01-09,420008080.0,1.0,,ARMAÇÃO TNG FD1001,1.0,245.0,,
,42.0,2024-01-09,420008080.0,1.0,,MULTI POLY BLUE AR,1.0,600.0,,
,42.0,2024-01-09,420008081.0,1.0,,ARMAÇÃO BELLATIS CLIPON,1.0,79.0,,
,42.0,2024-01-09,420008081.0,1.0,,CR BLUE COM AR,1.0,300.0,,
,42.0,2024-01-09,420008482.0,1.0,,ARMAÇÃO OL LUXO,1.0,300.0,,
,42.0,2024-01-09,420008482.0,1.0,,MULTI POLI TRANSITIONS AR,1.0,1600.0,,
,42.0,2024-01-09,420008483.0,1.0,,ARMAÇÃO OL LUXO,1.0,199.0,,
,42.0,2024-01-09,420008483.0,1.0,,MULTI DIGITAL COM AR,1.0,400.0,,
,42.0,2024-01-10,420008484.0,1.0,,ARMAÇÃO BELLATIS,1.0,100.0,,
,42.0,2024-01-10,420008484.0,1.0,,ARMAÇÃO BELLATIS,1.0,100.0,,
,42.0,2024-01-10,420008485.0,1.0,,LENTE BLUE AR,1.0,300.0,,
,42.0,2024-01-10,420008485.0,1.0,,ARMAÇÃO BELLATIS,1.0,200.0,,
,42.0,2024-01-10,420008486.0,1.0,,ARMAÇÃO BELLATIS,1.0,350.0,,
,42.0,2024-01-10,420008486.0,1.0,,LENTE MULTI AR,1.0,550.0,,
,42.0,2024-01-10,420008487.0,1.0,,ARMAÇÃO CARMEN VITTI,1.0,390.0,,
,42.0,2024-01-10,420008487.0,1.0,,HOYA POLI TRANSITIONS AR,1.0,2300.0,,
,42.0,2024-01-10,420008487.0,1.0,,ARMAÇÃO BELLATES,1.0,50.0,,
,42.0,2024-01-10,420008487.0,1.0,,MULTI DIGITAL COM AR,1.0,300.0,,
,42.0,2024-01-10,420008489.0,1.0,,ÓCULOS DE SOL TNG,1.0,220.0,,
,42.0,2024-01-11,420008490.0,1.0,,LENTE BLUE AR,1.0,232.0,,
,42.0,2024-01-11,420008491.0,1.0,,ARMAÇÃO BELLATIS,1.0,100.0,,
,42.0,2024-01-11,420008492.0,1.0,,LENTE SOLAR,1.0,150.0,,
,42.0,2024-01-12,420008493.0,1.0,,SABRINA TRANSPARENTE,1.0,300.0,,
,42.0,2024-01-12,420008493.0,1.0,,MULTI DIGITAL FOTO AR,1.0,800.0,,
,42.0,2024-01-12,420008494.0,1.0,,ARMAÇÃO OTM,1.0,300.0,,
,42.0,2024-01-12,420008494.0,1.0,,LENTE MULTI FOTO INCOLOR,1.0,300.0,,
,42.0,2024-01-12,420008495.0,1.0,,BELLATIS,1.0,190.0,,
,42.0,2024-01-12,420008495.0,1.0,,LENTE MULTI ,1.0,300.0,,
,42.0,2024-01-12,420008496.0,1.0,,ARMAÇÃO TNG,1.0,250.0,,
,42.0,2024-01-12,420008496.0,1.0,,LENTE CRIZAL CR,1.0,500.0,,
,42.0,2024-01-12,420008497.0,1.0,,ARMAÇÃO BULGET CLIPON,1.0,840.0,,
,42.0,2024-01-13,420008498.0,1.0,,SOLAR,1.0,20.0,,
,42.0,2024-01-13,420008499.0,1.0,,ARMAÇÃO OTM,1.0,150.0,,
,42.0,2024-01-13,420008500.0,1.0,,ARMAÇÃO BELLATIS,1.0,400.0,,
,42.0,2024-01-13,420008500.0,1.0,,LENTE DESKTOP BLUE E NO RISK,1.0,1350.0,,
,42.0,2024-01-13,420008501.0,1.0,,LENTE MULTI HOYA BLUE EM DOBRO,1.0,200.0,,
,42.0,2024-01-13,420008501.0,1.0,,ARMAÇÃO ATITUDE,1.0,100.0,,
,42.0,2024-01-13,420008502.0,1.0,,ARMAÇÃ BELLATIS,1.0,100.0,,
,42.0,2024-01-13,420008502.0,1.0,,LENTE BLUE AR,1.0,300.0,,
,42.0,2024-01-13,420008503.0,1.0,,ARMAÇÃO BELLATIS IQ3085,1.0,250.0,,
,42.0,2024-01-13,420008503.0,1.0,,LENTE BLUE AR,1.0,350.0,,
,42.0,2024-01-13,420008504.0,1.0,,ARMAÇÃO BELLATIS ,1.0,250.0,,
,42.0,2024-01-13,420008504.0,1.0,,LENTE CR BLUE AR,1.0,350.0,,
,42.0,2024-01-13,420008505.0,1.0,,ARMAÇÃO CARMEN VITTI,1.0,390.0,,
,42.0,2024-01-13,420008505.0,1.0,,LENTE MULTI FOTO INCOLOR,1.0,600.0,,
,42.0,2024-01-13,420008505.0,1.0,,LENTE CR BLUE AR,1.0,350.0,,
,42.0,2024-01-13,420008506.0,1.0,,LENTE CR BLUE AR,1.0,400.0,,
,42.0,2024-01-13,420008506.0,1.0,,ARMAÇÃP OL,1.0,250.0,,
,42.0,2024-01-13,420008508.0,1.0,,PASSAGEM,1.0,50.0,,
,42.0,2024-01-13,420008507.0,1.0,,PASSAGEM,1.0,39.9,,
,42.0,2024-01-15,420008509.0,1.0,,LENTE CR AR,1.0,150.0,,
,42.0,2024-01-15,420008509.0,1.0,,ARMAÇÃO BELLATIS,1.0,100.0,,
,42.0,2024-01-15,420008510.0,1.0,,MULTI FOTO BLUE AR,1.0,800.0,,
,42.0,2024-01-15,420008510.0,1.0,,ARMAÇÃO BELLATIS,1.0,235.0,,
,42.0,2024-01-15,420008511.0,1.0,,HOYA DINAMIC POLI BLUE NO RISK,1.0,2500.0,,
,42.0,2024-01-15,420008511.0,1.0,,BULGETT,1.0,499.99,,
,42.0,2024-01-15,420008512.0,1.0,,LENTE FOTO BLUE AR,1.0,500.0,,
,42.0,2024-01-15,420008512.0,1.0,,ARMAÇÃO CLIPON BULGETT,1.0,499.0,,
,42.0,2024-01-16,420008513.0,1.0,,ARMAÇÃO BELLATIS,1.0,100.0,,
,42.0,2024-01-16,420008513.0,1.0,,LENTE BLUE AR,1.0,200.0,,
,42.0,2024-01-16,420008514.0,1.0,,SOLAT PRETO,1.0,89.9,,
,42.0,2024-01-16,420008515.0,1.0,,BLUE COM AR,1.0,300.0,,
,42.0,2024-01-16,420008515.0,1.0,,ARMAÇÃO CLIPON OL,1.0,179.0,,
,42.0,2024-01-16,420008516.0,1.0,,LENTE BLUE AR,1.0,400.0,,
,42.0,2024-01-16,420008516.0,1.0,,ARMAÇÃO 586148,1.0,41.0,,
,42.0,2024-01-16,420008517.0,1.0,,LENTE AQUARELA TRIMESTRAL CAMBUCI GREEN ,1.0,490.0,,
,42.0,2024-01-16,420008518.0,1.0,,ARMAÇÃO ,1.0,39.99,,
,42.0,2024-01-16,420008519.0,1.0,,PAR DE HASTES,1.0,15.0,,
,42.0,2024-01-16,420008520.0,1.0,,MOLA,1.0,35.0,,
,42.0,2024-01-16,420008521.0,1.0,,TROCA DE MOLA,1.0,35.0,,
,42.0,2024-01-16,420008522.0,1.0,,ARMAÇÃO FAUSE HATEN,1.0,150.0,,
,42.0,2024-01-16,420008522.0,1.0,,LENTE HOYA POLI BLUE CONTROL,1.0,882.0,,
,42.0,2024-01-16,420008523.0,1.0,,HOYA POLI COM AR,1.0,300.0,,
,42.0,2024-01-16,420008523.0,1.0,,ARMAÇÃO BELLATIS,1.0,99.0,,
,42.0,2024-01-17,420008524.0,1.0,,ARMAÇÃO ,1.0,65.0,,
,42.0,2024-01-17,420008525.0,1.0,,LENTE BLUE COM AR POLI,1.0,300.0,,
,42.0,2024-01-17,420008525.0,1.0,,ARMAÇÃO OAKLEY,1.0,250.0,,
,42.0,2024-01-17,420008525.0,1.0,,ARMAÇÃO BELLATIS,1.0,100.0,,
,42.0,2024-01-18,420008527.0,1.0,,ARMAÇÃO BELLATIS,1.0,200.0,,
,42.0,2024-01-18,420008527.0,1.0,,LENTE BLUE AR,1.0,225.0,,
,42.0,2024-01-18,420008528.0,1.0,,LENTE HOYA MAXXI BLUE AR,1.0,700.0,,
,42.0,2024-01-18,420008528.0,1.0,,ARMAÇÃO CLIPON ATITUDE,1.0,199.0,,
,42.0,2024-01-18,420008529.0,1.0,,ARMAÇÃO BELLATIS,1.0,100.0,,
,42.0,2024-01-18,420008529.0,1.0,,LENTE MULT INCOLOR,1.0,180.0,,
,42.0,2024-01-18,420008530.0,1.0,,ARMAÇÃO BELLATIS,1.0,200.0,,
,42.0,2024-01-18,420008530.0,1.0,,LENTE MILTI DIGITAL POLI FOTO AR,1.0,1800.0,,
,42.0,2024-01-18,420008531.0,1.0,,MULTI FOTO AR,1.0,400.0,,
,42.0,2024-01-18,420008531.0,1.0,,ARMAÇÃO BELLATIS,1.0,198.0,,
,42.0,2024-01-18,420008532.0,1.0,,MULTI AR,1.0,390.0,,
,42.0,2024-01-18,420008533.0,1.0,,ARMAÇÃO BULGET CLIPON,1.0,299.99,,
,42.0,2024-01-18,420008534.0,1.0,,SOLDA,1.0,35.0,,
,42.0,2024-01-19,420008535.0,1.0,,LENTE 1.67 COM AR,1.0,704.0,,
,42.0,2024-01-19,420008536.0,1.0,,LENTE DE CONTATO,1.0,220.0,,
,42.0,2024-01-19,420008537.0,1.0,,MULTI INCOLOR,1.0,300.0,,
,42.0,2024-01-19,420008537.0,1.0,,ARMAÇÃO FL,1.0,199.0,,
,42.0,2024-01-19,420008538.0,1.0,,MULTI COM AR,1.0,300.0,,
,42.0,2024-01-19,420008538.0,1.0,,ARMAÇÃO TNG,1.0,350.0,,
,42.0,2024-01-19,420008539.0,1.0,,SOLDA,1.0,50.0,,
,42.0,2024-01-19,420008540.0,1.0,,ARMAÇÃO SABRINA CLIPON,1.0,250.0,,
,42.0,2024-01-19,420008540.0,1.0,,LENTE CR AR 1.56,1.0,350.0,,
,42.0,2024-01-19,420008541.0,1.0,,LENTE DE CONTATO TORICA MENSAL,1.0,700.0,,
,42.0,2024-01-19,420008541.0,1.0,,CAIXA PRO OLHO DIREITO E ESQUERDO,1.0,265.0,,
,42.0,2024-01-19,420008542.0,1.0,,CARMEN VITTI,1.0,370.0,,
,42.0,2024-01-19,420008542.0,1.0,,MULTI MAXXI COM AR HOYA,1.0,500.0,,
,42.0,2024-01-20,420008543.0,1.0,,LENTE MULTI FOTO AR,1.0,800.0,,
,42.0,2024-01-20,420008543.0,1.0,,ARMAÇÃO FL,1.0,100.0,,
,42.0,2024-01-20,420008544.0,1.0,,PLAQUETA RAYBAN,1.0,45.0,,
,42.0,2024-01-20,420008545.0,1.0,,LENTE BLUE AR,1.0,279.0,,
,42.0,2024-01-20,420008545.0,1.0,,ARMAÇÃO FL,1.0,100.0,,
,42.0,2024-01-20,420008546.0,1.0,,LENTE BLUE AR,1.0,279.0,,
,42.0,2024-01-20,420008546.0,1.0,,ARMAÇÃO BELLATIS,1.0,100.0,,
,42.0,2024-01-20,420008547.0,1.0,,BLUE AR,1.0,279.0,,
,42.0,2024-01-20,420008547.0,1.0,,ARMAÇÃO OL LUXO,1.0,100.0,,
,42.0,2024-01-20,420008548.0,1.0,,FOX CLIPON ,1.0,350.0,,
,42.0,2024-01-20,420008548.0,1.0,,BLUE COM AR,1.0,600.0,,
,42.0,2024-01-20,420008549.0,1.0,,LENTE MULTI AR,1.0,300.0,,
,42.0,2024-01-20,420008550.0,1.0,,ARMAÇÃO BELLATIS,1.0,140.0,,
,42.0,2024-01-20,420008550.0,1.0,,LENTE BLUE AR,1.0,300.0,,
,42.0,2024-01-20,420008551.0,1.0,,BULGET CLIPON,1.0,390.0,,
,42.0,2024-01-20,420008551.0,1.0,,MULTI COM MAXXXI,1.0,500.0,,
,42.0,2024-01-20,420008552.0,1.0,,SOLAR,1.0,49.0,,
,42.0,2024-01-20,420008553.0,1.0,,TROCA DE HASTES,1.0,39.0,,
,42.0,2024-01-22,420008553.0,1.0,,HOYA ARGOS NO RISK E BLUE CONTROL,1.0,1790.0,,
,42.0,2024-01-22,420008554.0,1.0,,HOYA ARGOS NO RISK E BLUE CONTROL,1.0,250.0,,
,42.0,2024-01-22,420008555.0,1.0,,MULTI INCOLOR CINZA 3,1.0,75.0,,
,42.0,2024-01-22,420008556.0,1.0,,MULTI DIGITAL INCOLOR,1.0,600.0,,
,42.0,2024-01-22,420008556.0,1.0,,ARMAÇÃO FL,1.0,199.0,,
,42.0,2024-01-22,420008557.0,1.0,,SOLDA,1.0,35.0,,
,42.0,2024-01-22,420008558.0,1.0,,BELLATIS,1.0,100.0,,
,42.0,2024-01-22,420008559.0,1.0,,BELLATIS,1.0,70.0,,
,42.0,2024-01-22,420008559.0,1.0,,SOLDA,1.0,55.0,,
,42.0,2024-01-22,420008560.0,1.0,,HOYA AMPLUS BLUE NO RISK,1.0,900.0,,
,42.0,2024-01-22,420008561.0,1.0,,HOYA AMPLUS BLUE NO RISK,1.0,150.0,,
,42.0,2024-01-22,420008562.0,1.0,,CR COLORIDA CINZA 3,1.0,185.0,,
,42.0,2024-01-22,420008562.0,1.0,,ATITUDE SOLAR,1.0,0.0,,
,42.0,2024-01-22,420008563.0,1.0,,BLUE AR,1.0,300.0,,
,42.0,2024-01-22,420008563.0,1.0,,BULGET,1.0,269.0,,
,42.0,2024-01-22,420008564.0,1.0,,LENTE DIGITAL MULTI POLI AR,1.0,600.0,,
,42.0,2024-01-22,420008564.0,1.0,,BELLATIS,1.0,145.0,,
,42.0,2024-01-22,420008565.0,1.0,,ARMAÇÃO FL,1.0,200.0,,
,42.0,2024-01-23,420008565.0,1.0,,LENTE MULTI DIGITAL BLUE AR,1.0,1000.0,,
,42.0,2024-01-24,420008569.0,1.0,,MOLA,1.0,35.0,,
,42.0,2024-01-24,420008570.0,1.0,,LENTE FOTO COM AR,1.0,1000.0,,
,42.0,2024-01-24,420008570.0,1.0,,ARMAÇÃO ATITUDE,1.0,395.0,,
,42.0,2024-01-24,420008571.0,1.0,,LENTE FOTO DIGITAL INCOLOR,1.0,500.0,,
,42.0,2024-01-24,420008571.0,1.0,,ARMAÇÃO ACETATO,1.0,180.0,,
,42.0,2024-01-24,420008572.0,1.0,,ARMAÇÃO FL,1.0,125.0,,
,42.0,2024-01-24,420008573.0,1.0,,TROCA DE HASTES,1.0,35.0,,
,42.0,2024-01-24,420008574.0,1.0,,ARMAÇÃO RUN 596090,1.0,100.0,,
,42.0,2024-01-24,420008574.0,1.0,,LENTE CR AR,1.0,100.0,,
,42.0,2024-01-25,420008575.0,1.0,,TNG ,1.0,300.0,,
,42.0,2024-01-25,420008575.0,1.0,,MULTI BLUE AR,1.0,300.0,,
,42.0,2024-01-25,420008576.0,1.0,,FL,1.0,112.0,,
,42.0,2024-01-25,420008577.0,1.0,,SOLAR DE BRINDE,1.0,99.9,,
,42.0,2024-01-25,420008578.0,1.0,,SOLAR ,1.0,100.0,,
,42.0,2024-01-25,420008579.0,1.0,,SPEEDO,1.0,400.0,,
,42.0,2024-01-25,420008579.0,1.0,,HOYA SENSITY BLUE CONTROL,1.0,1000.0,,
,42.0,2024-01-25,420008580.0,1.0,,LENTE HOYA SENSITY BLUE CONTROL,1.0,250.0,,
,42.0,2024-01-25,420008581.0,1.0,,ARMAÇÃO BELLATIS,1.0,100.0,,
,42.0,2024-01-25,420008582.0,1.0,,FL,1.0,150.0,,
,42.0,2024-01-25,420008583.0,1.0,,BELLATIS ,1.0,125.0,,
,42.0,2024-01-25,420008584.0,1.0,,BELLATIS,1.0,100.0,,
,42.0,2024-01-25,420008585.0,1.0,,MULTI FOTO BLUE AR,1.0,303.0,,
,42.0,2024-01-25,420008585.0,1.0,,EVOKE,1.0,200.0,,
,48.0,2024-01-24,480004026.0,1.0,,CONCERTO,1.0,50.0,,
,48.0,2024-01-25,480004028.0,1.0,,POLY BLUE AR,1.0,345.0,,
,48.0,2024-01-25,480004028.0,1.0,,SOLAT DE BRINDE,1.0,0.0,,
,48.0,2024-01-26,480004030.0,1.0,,HOYA AMPLUS CLEAN EXTRA,1.0,790.0,,
,48.0,2024-01-29,480004031.0,1.0,,OTM,1.0,249.92,,
,48.0,2024-01-29,480004031.0,1.0,,CR BLUE AR,1.0,425.08,,
,48.0,2024-01-29,480004032.0,1.0,,OTM,1.0,249.92,,
,48.0,2024-01-29,480004032.0,1.0,,CR BLUE AR,1.0,425.08,,
,48.0,2024-01-29,480004033.0,1.0,,OTM ,1.0,249.92,,
,48.0,2024-01-29,480004033.0,1.0,,HOYA TRIVEX EM DOBRO,1.0,425.08,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,9.0,2024-01-24,900000586.0,1.0,,ARMAÇÃO TNG,1.0,150.0,,
,9.0,2024-01-26,900000587.0,1.0,,MULTI FOTO COM AR,1.0,120.0,,
,9.0,2024-01-30,900000588.0,1.0,,ARMAÇÃO MALU ,1.0,9.9,,
,9.0,2024-01-30,900000588.0,1.0,,MULTI 1.59 COM AR,1.0,1200.0,,
,9.0,2024-01-30,900000589.0,1.0,,SOLAR COM GRAU ,1.0,290.0,,
,10.0,2024-01-23,100000843.0,1.0,,POLI BLUE AR,1.0,405.0,,
,10.0,2024-01-23,100000843.0,1.0,,OTM JC1153 C5,1.0,60.0,,
,10.0,2024-01-23,100000844.0,1.0,,TROCA DE MOLA,1.0,50.0,,
,10.0,2024-01-24,100000845.0,1.0,,CR AR BLUE,1.0,200.0,,
,10.0,2024-01-24,100000845.0,1.0,,OTM W2596 C3,1.0,190.0,,
,10.0,2024-01-26,100000846.0,1.0,,OTM T2801 C5,1.0,129.0,,
,10.0,2024-01-26,100000846.0,1.0,,MULTI FOTO INCOLOR,1.0,621.0,,
,10.0,2024-01-27,100000847.0,1.0,,LENTE SOLAR,1.0,150.0,,
,10.0,2024-01-30,100000849.0,1.0,,YY2006 C2,1.0,100.0,,
,10.0,2024-01-31,100000850.0,1.0,,BELLATIS LQ93327 C1,1.0,290.0,,
,10.0,2024-01-31,100000850.0,1.0,,LENTE 1.67 COM AR,1.0,500.0,,
,10.0,2024-01-31,100000851.0,1.0,,SOLAR DIVERSOS,1.0,20.0,,
,11.0,2024-01-23,110003395.0,1.0,,POLI BLUE AR ,1.0,599.0,,
,11.0,2024-01-24,110003397.0,1.0,,CR AR,1.0,198.0,,
,11.0,2024-01-24,110003398.0,1.0,,CR AR,1.0,198.0,,
,11.0,2024-01-24,110003399.0,1.0,,SOLAR DIVERSOS,1.0,100.0,,
,11.0,2024-01-26,110003400.0,1.0,,OTM BR5866 C6,1.0,100.0,,
,11.0,2024-01-26,110003400.0,1.0,,MULTIFOCAL INCOLOR,1.0,399.9,,
,11.0,2024-01-26,110003401.0,1.0,,AMPLUS NO RISK,1.0,1400.0,,
,11.0,2024-01-27,110003402.0,1.0,,OTM ISA 1210 C4,1.0,286.0,,
,11.0,2024-01-27,110003402.0,1.0,,CR AR BLUE,1.0,361.9,,
,11.0,2024-01-29,110003405.0,1.0,,MULTI DIGITAL POLI BLUE AR,1.0,1090.0,,
,11.0,2024-01-29,110003406.0,1.0,,OTM W 102 C5,1.0,198.0,,
,11.0,2024-01-29,110003406.0,1.0,,1.67 BLUE AR,1.0,851.0,,
,11.0,2024-01-30,110003407.0,1.0,,POLI INCOLOR ESTENDIDO,1.0,390.0,,
,11.0,2024-01-30,110003408.0,1.0,,OTM NV90117 C1,1.0,150.0,,
,11.0,2024-01-30,110003408.0,1.0,,POLI INCOLOR ESTENDIDO,1.0,450.0,,
,11.0,2024-01-30,110003409.0,1.0,,OTM TR62 C5,1.0,250.0,,
,11.0,2024-01-30,110003409.0,1.0,,CR COM AR,1.0,220.0,,
,11.0,2024-01-31,110003410.0,1.0,,1.61 CR AR,1.0,315.0,,
,11.0,2024-01-31,110003411.0,1.0,,1.61 CR AR,1.0,315.0,,
,12.0,2024-01-27,120001904.0,1.0,,LENTE DE CONTATO,1.0,250.0,,
,12.0,2024-01-29,120001905.0,1.0,,ARMAÇÃO OTM,1.0,249.0,,
,12.0,2024-01-29,120001905.0,1.0,,LENTE MULTI POLI COM AR,1.0,701.0,,
,12.0,2024-01-30,120001906.0,1.0,,POLI BLUE COM AR,1.0,399.0,,
,12.0,2024-01-31,120001908.0,1.0,,METAL FIO DE NYLON,1.0,198.0,,
,12.0,2024-01-31,120001908.0,1.0,,POLI COM AR,1.0,299.0,,
,12.0,2024-01-31,120001909.0,1.0,,ARMAÇÃO OTM,1.0,29.0,,
,12.0,2024-01-31,120001909.0,1.0,,LENTE 1.56,1.0,320.0,,
,12.0,2024-01-31,120001910.0,1.0,,ARMAÇAÕ OTM,1.0,29.0,,
,12.0,2024-01-31,120001910.0,1.0,,LENTE INCOLOR,1.0,320.0,,
,42.0,2024-01-26,420008586.0,1.0,,FL ,1.0,170.0,,
,42.0,2024-01-26,420008586.0,1.0,,MULTI FOTO,1.0,300.0,,
,42.0,2024-01-26,420008587.0,1.0,,BELLATIS,1.0,200.0,,
,42.0,2024-01-26,420008587.0,1.0,,LENTE MULTI BLUE AR,1.0,700.0,,
,42.0,2024-01-26,420008588.0,1.0,,SOLAR MARROM,1.0,150.0,,
,42.0,2024-01-27,420008589.0,1.0,,BULGET,1.0,300.0,,
,42.0,2024-01-27,420008589.0,1.0,,LENTE HOYA DINAMIC POLI BLUE CONTROL,1.0,3000.0,,
,42.0,2024-01-27,420008590.0,1.0,,OAKLEY,1.0,600.0,,
,42.0,2024-01-27,420008590.0,1.0,,LENTE HOYA DINAMIC POLI BLUE CONTROL,1.0,290.0,,
,42.0,2024-01-27,420008591.0,1.0,,ARMAÇÃO BELLTAIS CLIPON,1.0,300.0,,
,42.0,2024-01-27,420008591.0,1.0,,ARGOS BLUE E NO RISK,1.0,1600.0,,
,42.0,2024-01-27,420008592.0,1.0,,ARGOS BLUE E NO RISK,1.0,305.0,,
,42.0,2024-01-27,420008593.0,1.0,,FL NYLON PRETA,1.0,300.0,,
,42.0,2024-01-27,420008593.0,1.0,,HOYA TRIVEX COM NO RISK E BLUE,1.0,1000.0,,
,42.0,2024-01-27,420008594.0,1.0,,ARMAÇÃO OAKLEY,1.0,311.0,,
,42.0,2024-01-27,420008596.0,1.0,,OTM,1.0,300.0,,
,42.0,2024-01-27,420008597.0,1.0,,BELLATIS,1.0,200.0,,
,42.0,2024-01-27,420008597.0,1.0,,LENTE BLUE AR,1.0,200.0,,
,42.0,2024-01-27,420008598.0,1.0,,EVOKE METAL,1.0,550.0,,
,42.0,2024-01-27,420008598.0,1.0,,LENTE DIGITAL HOYA 1.67 BLUE,1.0,2000.0,,
,42.0,2024-01-27,420008599.0,1.0,,OAKLEY ,1.0,400.0,,
,42.0,2024-01-29,420008600.0,1.0,,METAL ,1.0,250.0,,
,42.0,2024-01-29,420008600.0,1.0,,CR AR BLUE,1.0,250.0,,
,42.0,2024-01-29,420008601.0,1.0,,LENTE DE CONTATO,1.0,475.0,,
,42.0,2024-01-29,420008602.0,1.0,,ARMAÇÃO FL,1.0,100.0,,
,42.0,2024-01-29,420008602.0,1.0,,LENTE BLUE AR,1.0,200.0,,
,42.0,2024-01-29,420008604.0,1.0,,TNG,1.0,250.0,,
,42.0,2024-01-29,420008606.0,1.0,,LENTE BLUE AR,1.0,200.0,,
,42.0,2024-01-29,420008603.0,1.0,,HOYA AMPLUS NO RISK E BLUE,1.0,1328.0,,
,42.0,2024-01-29,420008605.0,1.0,,FL,1.0,150.0,,
,42.0,2024-01-29,420008605.0,1.0,,BLUE AR,1.0,200.0,,
,42.0,2024-01-29,420008606.0,1.0,,LENTE COLORAÇÃO,1.0,200.0,,
,42.0,2024-01-29,420008607.0,1.0,,BELLATIS,1.0,250.0,,
,42.0,2024-01-29,420008607.0,1.0,,LENTE MULTI FOTO AR,1.0,650.0,,
,42.0,2024-01-29,420008608.0,1.0,,BELLATIS,1.0,250.0,,
,42.0,2024-01-29,420008608.0,1.0,,LENTE MULI FOTO AR,1.0,650.0,,
,42.0,2024-01-29,420008609.0,1.0,,PASSAGEM,1.0,40.0,,
,42.0,2024-01-30,420008612.0,1.0,,SOLAR,1.0,125.0,,
,42.0,2024-01-30,420008613.0,1.0,,BELLATIS,1.0,99.0,,
,42.0,2024-01-30,420008613.0,1.0,,CR COM AR 1.56,1.0,200.0,,
,42.0,2024-01-30,420008614.0,1.0,,ÓCULOS DE SOL ,1.0,60.0,,
,42.0,2024-01-30,420008615.0,1.0,,OAKLEY,1.0,300.0,,
,42.0,2024-01-30,420008615.0,1.0,,LENTE HOYA MAXI FOTO COM AR BLUE,1.0,700.0,,
,42.0,2024-01-31,420008616.0,1.0,,BELLATIS,1.0,150.0,,
,42.0,2024-01-31,420008616.0,1.0,,POLI BLUE AR,1.0,400.0,,
,42.0,2024-01-31,420008617.0,1.0,,ACETATO PRETO BELLATES,1.0,250.0,,
,42.0,2024-01-31,420008617.0,1.0,,MAXXI HOYA FOTO BLUE AR,1.0,1000.0,,
,42.0,2024-01-31,420008618.0,1.0,,SOLAR ,1.0,50.0,,
,42.0,2024-01-31,420008619.0,1.0,,RUN,1.0,300.0,,
,42.0,2024-01-31,420008619.0,1.0,,MULTI POLI BLUE AR,1.0,900.0,,
,42.0,2024-01-31,420008620.0,1.0,,SOLAR BRINDE,1.0,39.9,,
,42.0,2024-01-31,420008621.0,1.0,,BELLATIS,1.0,100.0,,
,42.0,2024-01-31,420008621.0,1.0,,CR AR,1.0,200.0,,
